dataset_name,model,alpha_precision,beta_recall,authenticity
nomao,TensorConFormerDec,0.8496491560781338,0.168359567608572,0.7011189076427081
jungle_chess_2pcs_raw_endgame_complete,VAE,0.2947889323144531,0.4039063563359195,0.4491045907950767
jungle_chess_2pcs_raw_endgame_complete,TensorContracted,0.2783410138248847,0.3802582200703882,0.4753252056232864
jungle_chess_2pcs_raw_endgame_complete,TensorConFormer,0.9780778455198698,0.9033210834354158,0.0670244414629878
jungle_chess_2pcs_raw_endgame_complete,Transformed,0.7893386999552781,0.9249042369091368,0.081607653269556
jungle_chess_2pcs_raw_endgame_complete,TensorConFormerEnc,0.2981177934628323,0.4133815551537071,0.4410838243014641
jungle_chess_2pcs_raw_endgame_complete,TensorConFormerDec,0.9652141787707323,0.894429213089891,0.075832701394155
bank-marketing,VAE,0.8729333526095128,0.3263534287504217,0.599624114500506
bank-marketing,TensorContracted,0.8515849838561996,0.2966758228519105,0.6193725603585369
bank-marketing,TensorConFormer,0.9196761601850512,0.2965852248084429,0.6196038745120717
bank-marketing,Transformed,0.9675562623488024,0.2358710423594043,0.6697990458291166
bank-marketing,TensorConFormerEnc,0.8090173967519637,0.2937824683147799,0.6219170160474194
bank-marketing,TensorConFormerDec,0.911763288516216,0.3019709893499107,0.607893595489374
electricity,VAE,0.9756135347206816,0.1308580715267963,0.7434440181173009
electricity,TensorContracted,0.9087854451448942,0.1565954091298118,0.7282981853849927
electricity,TensorConFormer,0.905103026480586,0.2012828279914221,0.6918904884170441
electricity,Transformed,0.8760522747598304,0.093131004240833,0.807027666387791
electricity,TensorConFormerEnc,0.924385172039085,0.1505563088403579,0.7263364394310937
electricity,TensorConFormerDec,0.8974603083018395,0.1886699554760599,0.7006894960043851
adult,VAE,0.8535288922195755,0.3540918377360847,0.5780317426330862
adult,TensorContracted,0.9643712923935752,0.2953974074173201,0.5926183657629205
adult,TensorConFormer,0.9107805650743668,0.3230058257277698,0.5802799561063083
adult,Transformed,0.9507419750499988,0.2192275780852715,0.6338356127719936
adult,TensorConFormerEnc,0.9324315868455516,0.3014997011303516,0.5950271659128015
adult,TensorConFormerDec,0.9072583639663186,0.3209503162665381,0.5848566763910821
connect-4,VAE,0.7604205366357069,0.9912745098039216,0.0183436532507739
connect-4,TensorContracted,0.7875722394220845,0.9962202857549554,0.0085526315789473
connect-4,TensorConFormer,0.8071026831785345,0.9974898580121704,0.0062113003095975
connect-4,Transformed,0.3140260577915374,0.6724226006191951,0.3466524767801857
connect-4,TensorConFormerEnc,0.8352309081527348,0.997491414896267,0.0059017027863777
connect-4,TensorConFormerDec,0.8216292569659442,0.9967713337603644,0.0067917956656346
numerai28.6,VAE,0.929060723424727,0.1525858169118579,0.7745643558981598
numerai28.6,TensorContracted,0.895404701156289,0.2291162260463601,0.7225042071548776
numerai28.6,TensorConFormer,0.8907840689068636,0.2336708104880299,0.7231149231854949
numerai28.6,Transformed,0.5218554910156886,0.0942719360150553,0.9124640356115304
numerai28.6,TensorConFormerEnc,0.8891048260137886,0.231214374898214,0.7250420715487759
numerai28.6,TensorConFormerDec,0.8851555290157972,0.2303964677994318,0.7228299223712068
