dataset_name,model,marginal,pairs-correlation,data-validity,data-struct
electricity,TensorContracted,0.9329508409543316,0.920857374777298,1.0,1.0
electricity,TensorConFormer,0.956502610853071,0.9613073621276744,1.0,1.0
electricity,Transformed,0.9486736577907278,0.9127100638680152,1.0,1.0
electricity,TensorConFormerEnc,0.9318906326630704,0.9472433182917166,1.0,1.0
electricity,TensorConFormerDec,0.963700487551568,0.9602982731789096,1.0,1.0
adult,VAE,0.9563395414103332,0.9193033119613236,1.0,1.0
adult,TensorContracted,0.945113768013428,0.9013106957403748,1.0,1.0
adult,TensorConFormer,0.9471746303638816,0.906793207511697,1.0,1.0
adult,Transformed,0.9199188654933642,0.8555929950571048,1.0,1.0
adult,TensorConFormerEnc,0.9356601832982212,0.8880155594850178,1.0,1.0
adult,TensorConFormerDec,0.9424698230870112,0.8998733405138277,1.0,1.0
connect-4,VAE,0.981059265811588,0.9660269081958842,1.0,1.0
connect-4,TensorContracted,0.98296614698511,0.9694194462123746,1.0,1.0
connect-4,TensorConFormer,0.9858515774730944,0.9746283975721226,1.0,1.0
connect-4,Transformed,0.9543951791242812,0.9167799565268984,1.0,1.0
connect-4,TensorConFormerEnc,0.9854613555948696,0.9734416520138224,1.0,1.0
connect-4,TensorConFormerDec,0.9870706177207724,0.976473509814709,1.0,1.0
numerai28.6,VAE,0.9863684304404132,0.9931114732885876,0.9998371423918354,1.0
numerai28.6,TensorContracted,0.9780730325896172,0.9901714747693904,0.9998313260486869,1.0
numerai28.6,TensorConFormer,0.9773052752939838,0.9914168758932302,0.9998500675988328,1.0
numerai28.6,Transformed,0.9221172264573818,0.9011568171271868,0.9999663944618072,1.0
numerai28.6,TensorConFormerEnc,0.9775935074100212,0.9924526062563722,0.9998229246641386,1.0
numerai28.6,TensorConFormerDec,0.9760831969723996,0.9903564890758096,0.999870747930028,1.0
